,detail_url,search_date,title,address,floor_info,price,layout,building_area,building_use,latitude,longitude
10602,https://rent.591.com.tw/rent-detail-5051439.html,2017-05-14,光華商場附近~套房/SOHO族辦公室。,台北市中山區松江路,8F/12F,"12,000元/月",,6.0,電梯大樓/獨立套房,25.04643380000001,121.5326929
10605,https://rent.591.com.tw/rent-detail-5063328.html,2017-05-13,民權西路捷運優質辦公83,台北市中山區中山北路二段,10F/12F,"108,000元/月",,64.26,電梯大樓/辦公,25.0606689,121.52345090000001
10611,https://rent.591.com.tw/rent-detail-5057436.html,2017-05-13,東區統領茶街187巷205巷,台北市大安區忠孝東路四段,1F/7F,"300,000元/月",,30.0,,25.042196,121.551034
10619,https://rent.591.com.tw/rent-detail-5057562.html,2017-05-14,美容室分租美睫,台北市內湖區東湖路,2F/5F,"8,000元/月",,5.0,公寓/店面,25.0679318,121.6169203
10628,https://rent.591.com.tw/rent-detail-5064548.html,2017-05-12,"北投市場及大豐公園,大三角窗,分租誠可談",台北市北投區大興街,1F/5F,"66,666元/月",,52.0,,25.1309876,121.50353190000001
10629,https://rent.591.com.tw/rent-detail-5063532.html,2017-05-11,面寬6米三角窗大安路口旁！富邦.摩斯環伺,台北市大安區仁愛路四段,1F/12F,"185,000元/月",,37.61,電梯大樓/店面,25.038301,121.54644099999999
10636,https://rent.591.com.tw/rent-detail-5064556.html,2017-05-10,石牌自強市場黃金店面出租,台北市北投區自強街,1F/3F,"65,000元/月",,53.0,透天厝/店面,25.1107451,121.5153977
10637,https://rent.591.com.tw/rent-detail-5063784.html,2017-05-13,民族西路便宜金店辦,台北市大同區民族西路,1F/4F,"45,000元/月",,45.0,公寓/辦公,25.068223,121.51478700000001
10638,https://rent.591.com.tw/rent-detail-5056961.html,2017-05-14,優質中小坪數辦公室出租,台北市北投區北投路二段,2F/13F,"75,000元/月",,70.0,電梯大樓/辦公,25.130497000000002,121.498815
10651,https://rent.591.com.tw/rent-detail-5057838.html,2017-05-08,善導寺捷運1分鐘~格局方正超漂亮優質美辦,台北市中正區忠孝東路一段,11F/12F,"70,000元/月",,54.29,電梯大樓/辦公,25.0453906,121.5247941
10654,https://rent.591.com.tw/rent-detail-5057490.html,2017-05-13,優質大樓、採光佳交通便利、適合各行業,台北市松山區南京東路四段,13F/14F,"1,450,800元/月",,806.0,電梯大樓/辦公,25.0531413,121.551308
10656,https://rent.591.com.tw/rent-detail-5061277.html,2017-05-13,第一種商業區店面~雙店面寬商家林立人潮多,台北市內湖區康樂街,1F/5F,"30,000元/月",,32.0,公寓/店面,25.0737611,121.6192621
10659,https://rent.591.com.tw/rent-detail-5058362.html,2017-05-14,赤峰街文創區稀有店面釋出,台北市大同區赤峰街,1F/4F,"25,000元/月",,6.0,公寓/店面,25.0571767,121.5197962
10660,https://rent.591.com.tw/rent-detail-5065299.html,2017-05-14,敦化商圈面對八德路~可登記含水電,台北市松山區八德路三段,2F/3F,"16,000元/月",3房0廳0衛0陽臺,17.0,公寓/住辦,25.048125,121.5545797
10666,https://rent.591.com.tw/rent-detail-5052664.html,2017-05-11,3分鐘到內湖站/水泥隔間/採光通風佳~,台北市內湖區成功路四段,6F/6F,"9,000元/月",,9.0,公寓/獨立套房,25.084761,121.595477
10670,https://rent.591.com.tw/rent-detail-5057789.html,2017-05-13,寧夏商圈金店面～雙捷運：雙連站．大橋頭站,台北市大同區重慶北路二段,1F/3F,"100,000元/月",,35.0,透天厝/店面,25.055861,121.51378590000002
10676,https://rent.591.com.tw/rent-detail-5065773.html,2017-05-14,~南京捷運雙捷運住辦~南京復興雙捷運站~,台北市中山區復興北路,3F/12F,"39,000元/月",開放式格局,44.07,電梯大樓/住辦,25.0500142,121.54318020000001
10677,https://rent.591.com.tw/rent-detail-5064098.html,2017-05-14,賺錢黃金店面(分租美容床),台北市文山區景興路,1F/2F,"10,000元/月",,2.0,,24.990922,121.542491
10684,https://rent.591.com.tw/rent-detail-5065920.html,2017-05-11,近龍山捷運~適辦公室/店面/安親班/倉庫,台北市萬華區大理街,1F/3F,"26,800元/月",,23.0,透天厝/店面,25.034698000000002,121.50283999999999
10693,https://rent.591.com.tw/rent-detail-5064418.html,2017-05-12,東區純商辦電梯大樓優辦公室，等您入主!!,台北市大安區忠孝東路四段,12F/12F,"30,000元/月",,13.5,電梯大樓/辦公,25.041495899999997,121.54885049999999
10694,https://rent.591.com.tw/rent-detail-5057907.html,2017-05-13,中山捷運站--高級採光辦公室,台北市中山區南京東路二段,8F/12F,"150,000元/月",,100.0,電梯大樓/辦公,25.0519402,121.5292584
10695,https://rent.591.com.tw/rent-detail-5059405.html,2017-05-15,忠孝新生捷運五分鐘超優店辦(含稅價),台北市中正區濟南路二段,1F/8F,"70,000元/月",,24.34,電梯大樓/店面,25.040611300000002,121.5307159
10704,https://rent.591.com.tw/rent-detail-5061933.html,2017-05-10,(景美夜市)固定攤位出租,台北市文山區景美街,1F/6F,"5,100元/月",,1.0,,24.990317,121.54160300000001
10711,https://rent.591.com.tw/rent-detail-5059985.html,2017-05-10,南京東路一段商辦~近捷運中山站3號出口,台北市中山區南京東路一段,4F/12F,"42,000元/月",,33.0,電梯大樓/辦公,25.0533055,121.5252195
10716,https://rent.591.com.tw/rent-detail-5066564.html,2017-05-14,木柵商業黃金店面1+2樓,台北市文山區木柵路三段,1F/14F,"180,000元/月",,53.0,,24.988677,121.566521
10728,https://rent.591.com.tw/rent-detail-5062379.html,2017-05-08,捷運民權西路站三德飯店旁三樓公寓,台北市大同區承德路三段,3F/4F,"26,000元/月",3房2廳1衛1陽臺,30.32,公寓/整層住家,25.065341,121.51858999999999
10730,https://rent.591.com.tw/rent-detail-5053334.html,2017-05-13,近劍南站.大直豐匯頂級商業辦公.速洽,台北市中山區樂群二路,5F/11F,"250,000元/月",,171.13,電梯大樓/辦公,25.080536300000002,121.55805590000001
10733,https://rent.591.com.tw/rent-detail-5064982.html,2017-05-13,純辦採光方正大同公司旁臨晴光商圈交通方便,台北市中山區中山北路三段,8F/12F,"35,000元/月",,34.0,電梯大樓/辦公,25.0639846,121.52332390000001
10736,https://rent.591.com.tw/rent-detail-5062582.html,2017-05-12,五鐵共構-公司通訊處/會議室出租,台北市中正區衡陽路,12F/15F,"2,000元/月",,1.0,電梯大樓/辦公,25.0413329,121.5127608
10738,https://rent.591.com.tw/rent-detail-5053460.html,2017-05-14,即可入住の辦公室,台北市中山區南京東路二段,11F/11F,"35,000元/月",,23.0,電梯大樓/辦公,25.05186,121.52955
10739,https://rent.591.com.tw/rent-detail-5059390.html,2017-05-15,內湖星雲街康寧國小旁金店面,台北市內湖區星雲街,1F/5F,"85,000元/月",,44.9,公寓/店面,25.079653,121.59404009999999
10740,https://rent.591.com.tw/rent-detail-5066846.html,2017-05-13,【五鐵共構】【雙捷運】金融商業大樓,台北市大同區承德路一段,9F/18F,"95,000元/月",,60.13,電梯大樓/辦公,25.0526738,121.51724340000001
10742,https://rent.591.com.tw/rent-detail-5058513.html,2017-05-12,復興小學。貴婦百貨。忠孝復興。獨棟面寬店,台北市大安區仁愛路四段,1F/7F,"150,000元/月",,49.09,電梯大樓/店面,25.03935580000001,121.54706340000001
10743,https://rent.591.com.tw/rent-detail-5060268.html,2017-05-13,近信義商圈環境優電梯大廈限女性雅房,台北市信義區永吉路,5F/10F,"5,000元/月",,5.0,電梯大樓/雅房,25.0457478,121.5725632
10747,https://rent.591.com.tw/rent-detail-5059521.html,2017-05-14,近大安站3房屋優可住可辦公,台北市大安區信義路四段,4F/12F,"45,000元/月",3房1廳2衛1陽臺,42.0,電梯大樓/住辦,25.0323899,121.5491841
10750,https://rent.591.com.tw/rent-detail-5058540.html,2017-05-12,大安名人巷。面寬。忠孝復興一巷,台北市大安區大安路一段,1F/6F,"176,000元/月",,40.0,,25.041599800000004,121.5472888
10751,https://rent.591.com.tw/rent-detail-5060403.html,2017-05-14,臨學校市場郵局氣派2樓玻璃大面寬店辦住,台北市萬華區東園街,2F/9F,"45,000元/月",,63.0,電梯大樓/店面,25.023483499999998,121.49669159999999
10755,https://rent.591.com.tw/rent-detail-5059571.html,2017-05-14,西門町萬年大樓超夯金店面,台北市萬華區西寧南路,1F/4F,"220,000元/月",,22.0,,25.044361,121.5057126
10763,https://rent.591.com.tw/rent-detail-5059774.html,2017-05-14,近松江南京站純辦近66坪隔3間,台北市中山區松江路,4F/11F,"99,000元/月",,65.89,電梯大樓/辦公,25.0518949,121.53397290000001
10768,https://rent.591.com.tw/rent-detail-5063008.html,2017-05-11,"獨立陽台,【裝潢、配備皆全新】,離捷運近",台北市信義區松山路,6F/14F,"15,900元/月",,9.0,公寓/分租套房,25.038869899999998,121.5778
10773,https://rent.591.com.tw/rent-detail-5066025.html,2017-05-08,內湖科學園區雅房出租,台北市內湖區港墘路,2F/5F,"9,000元/月",,8.0,公寓/雅房,25.0769117,121.57515759999998
10776,https://rent.591.com.tw/rent-detail-5063031.html,2017-05-12,近西湖站金融科技業密集區清新明亮格局方正,台北市內湖區洲子街,6F/10F,"193,143元/月",,156.0,電梯大樓/辦公,25.080074300000003,121.5710831
10779,https://rent.591.com.tw/rent-detail-5059801.html,2017-05-11,★微風商圈店面★雙捷運★適合咖啡/飲料/,台北市中山區復興南路一段,1F/4F,"140,000元/月",,40.0,,25.046186,121.543653
10780,https://rent.591.com.tw/rent-detail-5068240.html,2017-05-15,東湖國小商業區金店面！,台北市內湖區康樂街,1F/4F,"35,000元/月",,22.0,公寓/店面,25.069778399999997,121.61796570000001
10781,https://rent.591.com.tw/rent-detail-5066029.html,2017-05-13,松山車站旁捷運綠線頂級時尚裝潢可開伙,台北市松山區八德路四段,6F/13F,"27,000元/月",,14.0,電梯大樓/獨立套房,25.049971799999998,121.5747982
10788,https://rent.591.com.tw/rent-detail-5068639.html,2017-05-12,便當店頂讓，目前營業中,台北市內湖區文德路,1F/1F,"28,000元/月",,11.0,公寓/店面,25.0781004,121.5796663
10789,https://rent.591.com.tw/rent-detail-5066208.html,2017-05-13,很新精裝2+1房含全套家俱平面車位另租,台北市信義區基隆路一段,2F/13F,"45,000元/月",2房2廳2衛2陽臺,30.0,電梯大樓/整層住家,25.0495386,121.5701706
10791,https://rent.591.com.tw/rent-detail-5061037.html,2017-05-13,獨棟一層一戶*一樓住辦附車庫-稀有樓中樓,台北市松山區民生東路四段,1F/4F,"60,000元/月",5房3廳3衛2陽臺,65.0,公寓/住辦,25.0578254,121.549849
10794,https://rent.591.com.tw/rent-detail-5054081.html,2017-05-13,租中正區衡陽路近捷運帷幕純辦大坪數,台北市中正區衡陽路,3F/14F,"319,500元/月",,212.99,電梯大樓/辦公,25.0423946,121.51216129999999
10795,https://rent.591.com.tw/rent-detail-5060003.html,2017-05-13,松山超值純辦~一層一戶~租金便宜,台北市松山區南京東路五段,8F/10F,"124,000元/月",,124.0,電梯大樓/店面,25.0508982,121.5686117
10796,https://rent.591.com.tw/rent-detail-5068666.html,2017-05-13,台北大學中山區套雅房租出,台北市中山區興安街,頂樓加蓋/4F,"5,000元/月",,5.0,公寓/分租套房,25.055958899999997,121.54016100000001
10802,https://rent.591.com.tw/rent-detail-5054110.html,2017-05-11,忠孝天廈高樓純辦,台北市信義區忠孝東路五段,14F/18F,"75,000元/月",,50.43,電梯大樓/辦公,25.040706600000004,121.5750961
10805,https://rent.591.com.tw/rent-detail-5066277.html,2017-05-12,更新~成美橋下左轉、住宅環境出入口人潮多,台北市內湖區新明路,1F/3F,"30,000元/月",,34.0,,25.0549211,121.5811801
10808,https://rent.591.com.tw/rent-detail-5063668.html,2017-05-10,地攤位出租女裝門口,台北市中正區武昌街,1F/3F,"10,000元/月",,2.0,透天厝/店面,25.0431342,121.5108692
10810,https://rent.591.com.tw/rent-detail-5054116.html,2017-05-12,▲南京松江商圈【捷運站旁】公設低,台北市中山區松江路,3F/12F,"130,000元/月",,100.0,電梯大樓/辦公,25.050474100000002,121.53255209999999
10811,https://rent.591.com.tw/rent-detail-5060152.html,2017-05-13,近光復南路。基隆路。金融大樓。誠可議,台北市信義區信義路四段,6F/27F,"202,325元/月",,114.84,電梯大樓/辦公,25.033192,121.55905800000001
10815,https://rent.591.com.tw/rent-detail-5061847.html,2017-05-12,忠孝敦化站頂級氣派純辦公稀有物件把握機會,台北市大安區敦化南路一段,8F/14F,"100,000元/月",,62.54,電梯大樓/辦公,25.0430301,121.5503311
10816,https://rent.591.com.tw/rent-detail-5063734.html,2017-05-15,住商仁愛光復店~~面合庫總部店面,台北市松山區長安東路二段,1F/12F,"80,000元/月",,26.28,電梯大樓/店面,25.047489399999996,121.5444054
10818,https://rent.591.com.tw/rent-detail-5054117.html,2017-05-13,【大直美麗華商圈稀有大面寬店面】,台北市中山區樂群三路,1F/9F,"310,000元/月",,133.51,,25.082019100000004,121.5516155
10819,https://rent.591.com.tw/rent-detail-5060460.html,2017-05-13,北大龍江大庭院美店,台北市中山區龍江路,1F/7F,"90,000元/月",,65.0,,25.058913600000004,121.53997930000001
10820,https://rent.591.com.tw/rent-detail-5069051.html,2017-05-08,~奕宏不動產~近臨江夜市基隆路賺錢金店面,台北市信義區基隆路二段,1F/12F,"130,000元/月",,53.33,,25.028826000000002,121.55727900000001
10826,https://rent.591.com.tw/rent-detail-5054150.html,2017-05-13,松江南京商圈【長春國賓附近金店面】,台北市中山區長春路,1F/3F,"145,000元/月",,30.16,,25.054155899999998,121.53153290000002
10827,https://rent.591.com.tw/rent-detail-5060545.html,2017-05-12,東區明曜金鑽店面--福斯地產,台北市大安區忠孝東路四段,1F/7F,"200,000元/月",,67.0,電梯大樓/店面,25.03975100000001,121.552201
10828,https://rent.591.com.tw/rent-detail-5069292.html,2017-05-10,遠企商圈~溫馨1+1空間，原屋主自住~,台北市大安區和平東路三段,4F/19F,"55,000元/月",1房1廳2衛1陽臺,38.6,電梯大樓/整層住家,25.023481,121.548975
10830,https://rent.591.com.tw/rent-detail-5059828.html,2017-05-15,實踐大學公寓4房2廳2衛附傢具,台北市中山區大直街,5F/5F,"30,000元/月",4房2廳2衛2陽臺,40.0,公寓/整層住家,25.083238,121.54673100000001
10831,https://rent.591.com.tw/rent-detail-5062505.html,2017-05-13,@@中山國小民權西捷運商圈旁質感裝潢居,台北市中山區雙城街,7F/13F,"80,000元/月",3房2廳2衛0陽臺,53.93,電梯大樓/整層住家,25.065466,121.5237658
10833,https://rent.591.com.tw/rent-detail-5076425.html,2017-05-13,復興南路二段工商登記辦公室，只要2千,台北市大安區復興南路二段,14F/16F,"2,000元/月",,1.0,公寓/辦公,25.02380560000001,121.543663
10834,https://rent.591.com.tw/rent-detail-5054212.html,2017-05-13,【中山國小站稀有一層一戶辦公】,台北市中山區林森北路,8F/10F,"200,000元/月",,141.8,電梯大樓/辦公,25.064188,121.525501
10835,https://rent.591.com.tw/rent-detail-5061020.html,2017-05-11,O2015市政府站懷舊文創工作室,台北市信義區忠孝東路五段,3F/4F,"22,000元/月",2房2廳1衛1陽臺,25.573,公寓/住辦,25.041216,121.569471
10839,https://rent.591.com.tw/rent-detail-5062593.html,2017-05-13,康寧路三段葫洲捷運站出口金店面,台北市內湖區康寧路三段,2F/13F,"40,000元/月",,29.0,電梯大樓/店面,25.0720177,121.6113968
10847,https://rent.591.com.tw/rent-detail-5063066.html,2017-05-13,信義安和站旁優質辦公室-讀秒到捷運-稀有,台北市大安區信義路四段,12F/14F,"96,000元/月",,49.75,電梯大樓/辦公,25.034387600000002,121.553821
10866,https://rent.591.com.tw/rent-detail-5054741.html,2017-05-12,台北華爾街南京商圈【個人獨立辦公室出租】,台北市中山區南京東路二段,9F/12F,"28,000元/月",,2.8,電梯大樓/辦公,25.0508551,121.5319332
10873,https://rent.591.com.tw/rent-detail-5076759.html,2017-05-12,近中國小捷運~全新交屋~精美裝潢,台北市中山區錦州街,13F/14F,"36,000元/月",2房2廳1衛1陽臺,19.0,電梯大樓/整層住家,25.0606384,121.52520390000001
10874,https://rent.591.com.tw/rent-detail-5054781.html,2017-05-11,純辦公大樓/現有裝潢格間/南京三民,台北市信義區東興路,4F/11F,"294,000元/月",,210.0,電梯大樓/辦公,25.0486817,121.5677277
10879,https://rent.591.com.tw/rent-detail-5063408.html,2017-05-14,臨小巨蛋，微風，敦化國中小，交通巨便利。,台北市松山區南京東路三段,3F/7F,"90,000元/月",4房1廳2衛4陽臺,65.0,電梯大樓/住辦,25.051142600000002,121.5476585
10881,https://rent.591.com.tw/rent-detail-5076765.html,2017-05-14,★敦南鳳凰林蔭美套房(工作室),台北市大安區敦化南路一段,9F/12F,"29,800元/月",,11.96,電梯大樓/獨立套房,25.0414076,121.5478132
10882,https://rent.591.com.tw/rent-detail-5055002.html,2017-05-14,科技大樓站採光純辦,台北市大安區復興南路二段,8F/12F,"57,000元/月",,43.9,電梯大樓/辦公,25.024000100000002,121.54254909999999
10886,https://rent.591.com.tw/rent-detail-5060346.html,2017-05-13,每坪1200元、大樓管理佳、格局方正,台北市松山區光復北路,7F/14F,"146,250元/月",,112.0,電梯大樓/辦公,25.0492843,121.5597761
10895,https://rent.591.com.tw/rent-detail-5063611.html,2017-05-13,純辦大樓近捷運有隔間附OA,台北市中山區建國北路二段,11F/12F,"88,000元/月",,53.0,電梯大樓/辦公,25.05723900000001,121.536336
10899,https://rent.591.com.tw/rent-detail-5061795.html,2017-05-13,金融和旅遊業群聚南京復興商圈~捷運旁~,台北市中山區龍江路,4F/10F,"76,000元/月",,63.0,電梯大樓/辦公,25.0523643,121.54024509999999
10902,https://rent.591.com.tw/rent-detail-5060430.html,2017-05-13,基隆路八德路口住辦,台北市松山區基隆路一段,2F/4F,"28,000元/月",開放式格局,29.0,公寓/住辦,25.0498435,121.56932330000001
10903,https://rent.591.com.tw/rent-detail-5063686.html,2017-05-14,"中視後面,菜市場旁,近東新國小",台北市南港區興南街,3F/4F,"12,500元/月",1房0廳1衛0陽臺,5.0,公寓/住辦,25.056027899999997,121.600701
10906,https://rent.591.com.tw/rent-detail-5055327.html,2017-05-13,五分埔成衣商圈黃金店面,台北市信義區松山路,1F/3F,"29,500元/月",,8.0,透天厝/店面,25.045712899999998,121.578217
10907,https://rent.591.com.tw/rent-detail-5062115.html,2017-05-10,婚紗街商圈全新住辦明亮清新門面佳新鮮推薦,台北市中山區雙城街,4F/11F,"93,000元/月",,58.05,電梯大樓/辦公,25.066274,121.525444
10908,https://rent.591.com.tw/rent-detail-5070533.html,2017-05-13,克強路中山北路六段近榮總振興家樂福,台北市士林區克強路,5F/5F,"9,000元/月",,6.0,公寓/分租套房,25.109524,121.52456200000002
10910,https://rent.591.com.tw/rent-detail-5060480.html,2017-05-13,近捷運松山站，過個馬路就到,台北市松山區八德路四段,7F/12F,"42,000元/月",,41.3,電梯大樓/辦公,25.049855100000002,121.5761876
10911,https://rent.591.com.tw/rent-detail-5063837.html,2017-05-13,鄰集客人間大面寬店面,台北市松山區富錦街,1F/4F,"53,000元/月",,30.0,,25.0625485,121.5669017
10913,https://rent.591.com.tw/rent-detail-5077320.html,2017-05-12,**三樓**敦北.民生~挑高氣派大廳,台北市松山區民生東路三段,3F/14F,"455,000元/月",,171.0,電梯大樓/辦公,25.057944,121.5481717
10914,https://rent.591.com.tw/rent-detail-5055340.html,2017-05-13,金成功，八八八,台北市大同區承德路一段,1F/12F,"35,000元/月",,19.0,電梯大樓/店面,25.05218510000001,121.5171814
10916,https://rent.591.com.tw/rent-detail-5070562.html,2017-05-10,天母忠誠路亮麗寬敞美宅,台北市士林區忠誠路一段,7F/12F,"58,000元/月",4房2廳2衛3陽臺,66.5,電梯大樓/整層住家,25.1057924,121.5298844
10922,https://rent.591.com.tw/rent-detail-5055553.html,2017-05-13,近內湖捷運站大賣場,台北市內湖區成功路四段,B1/13F,"438,000元/月",,284.26,電梯大樓/店面,25.0816995,121.5908445
10925,https://rent.591.com.tw/rent-detail-5068976.html,2017-05-12,東湖國中旁　多功能店面　,台北市內湖區康樂街,1F/9F,"25,000元/月",,24.0,,25.071750899999998,121.61800290000001
10926,https://rent.591.com.tw/rent-detail-5060493.html,2017-05-09,忠孝敦化站大路邊可掛招牌人潮錢潮把握機會,台北市大安區忠孝東路四段,6F/11F,"200,000元/月",,102.0,電梯大樓/辦公,25.041665,121.55318799999999
10930,https://rent.591.com.tw/rent-detail-5055621.html,2017-05-15,科技大樓捷運站頂加美寓.可用80坪,台北市大安區復興南路二段,4F/4F,"68,000元/月",,50.0,公寓/辦公,25.02661,121.542847
10931,https://rent.591.com.tw/rent-detail-5062481.html,2017-05-14,五條通.超大空間.黃金地段.,台北市中山區中山北路一段,B1/4F,"300,000元/月",,270.0,電梯大樓/店面,25.050066,121.5241013
10933,https://rent.591.com.tw/rent-detail-5069058.html,2017-05-13,奕宏不動產~全新招租企業總部~最佳首選,台北市大安區市民大道三段,7F/15F,"838,000元/月",,164.95,電梯大樓/辦公,25.04442610000001,121.5390743
10936,https://rent.591.com.tw/rent-detail-5065551.html,2017-05-12,216巷商圈金店,台北市大安區延吉街,1F/7F,"195,000元/月",,45.06,,25.039301000000002,121.554231
10937,https://rent.591.com.tw/rent-detail-5077780.html,2017-05-13,三總正對面稀有邊間店面,台北市內湖區成功路二段,1F/4F,"26,000元/月",,22.66,公寓/店面,25.0717487,121.5898787
10943,https://rent.591.com.tw/rent-detail-5064730.html,2017-05-15,後山碑站2分鐘_工作室分租_適:美容美甲,台北市南港區忠孝東路六段,1F/7F,"6,000元/月",,6.0,電梯大樓/店面,25.045552,121.583357
10954,https://rent.591.com.tw/rent-detail-5055873.html,2017-05-10,信義安和站4分鐘一級辦公格局方正把握機會,台北市大安區信義路四段,6F/12F,"65,000元/月",,50.0,電梯大樓/辦公,25.033466699999998,121.550653
10956,https://rent.591.com.tw/rent-detail-5071694.html,2017-05-13,捷運民權西路＿,台北市大同區民權西路,8F/12F,"99,000元/月",,81.2,電梯大樓/辦公,25.0630277,121.5213753
10957,https://rent.591.com.tw/rent-detail-5069793.html,2017-05-15,麥當勞旁餐廳店面,台北市士林區天母西路,1F/5F,"80,000元/月",,35.0,公寓/店面,25.1197906,121.5288176
10958,https://rent.591.com.tw/rent-detail-5060910.html,2017-05-13,{奧村}天母新光三越商圈金店面,台北市士林區天母東路,1F/8F,"40,000元/月",,19.59,電梯大樓/店面,25.118207,121.533926
10962,https://rent.591.com.tw/rent-detail-5055877.html,2017-05-10,大路邊可掛招牌醫美診所美容Spa人潮錢潮,台北市大安區忠孝東路四段,5F/12F,"200,000元/月",,122.0,電梯大樓/辦公,25.0413598,121.55269150000001
10966,https://rent.591.com.tw/rent-detail-5061051.html,2017-05-14,民生西華超值三角窗金店面,台北市中山區民生東路三段,1F/7F,"70,000元/月",,55.0,電梯大樓/店面,25.057649899999998,121.53885840000001
10971,https://rent.591.com.tw/rent-detail-5062996.html,2017-05-13,★近行天宮捷運3+4樓辦住.適攝影棚,台北市中山區吉林路,3F/3F,"40,000元/月",,30.99,公寓/辦公,25.059927899999998,121.53028359999999
10976,https://rent.591.com.tw/rent-detail-5065902.html,2017-05-13,松山捷運站旁辦公室、公司登記，最便宜,台北市松山區八德路四段,7F/12F,"2,000元/月",,2.0,電梯大樓/辦公,25.049890100000002,121.57636459999999
10979,https://rent.591.com.tw/rent-detail-5063063.html,2017-05-10,"北車美景視野漂亮商辦,難得釋出~~",台北市中正區忠孝西路一段,14F/27F,"45,000元/月",,34.0,電梯大樓/辦公,25.0462147,121.51347790000001
10985,https://rent.591.com.tw/rent-detail-5078045.html,2017-05-14,"松山機場出口交通方便,格局方正三面採光",台北市松山區民權東路三段,2F/12F,"210,000元/月",,123.29,電梯大樓/辦公,25.0615571,121.548965
10991,https://rent.591.com.tw/rent-detail-5065763.html,2017-05-13,近木新路X興隆路口挑高3米6小店面含B1,台北市文山區興隆路四段,1F/7F,"50,000元/月",,15.0,,24.9825841,121.5625163
10994,https://rent.591.com.tw/rent-detail-5056223.html,2017-05-13,$正忠孝大安人潮爆漿質感機能美店辦,台北市大安區大安路一段,6F/12F,"85,000元/月",,50.0,電梯大樓/辦公,25.0410664,121.54564840000002
11008,https://rent.591.com.tw/rent-detail-5066330.html,2017-05-13,近內科/美麗華/全新裝潢美二房,台北市內湖區文湖街,2F/5F,"24,800元/月",2房1廳1衛1陽臺,15.0,公寓/整層住家,25.08651230000001,121.5641338
11010,https://rent.591.com.tw/rent-detail-5056407.html,2017-05-15,成功國宅中庭三角窗雙面大招牌辦公室,台北市大安區四維路,2F/18F,"27,000元/月",,21.51,電梯大樓/辦公,25.026424,121.54608300000001
11013,https://rent.591.com.tw/rent-detail-5070615.html,2017-05-14,美樂◆近建國花市!超級黃金店面!錯過遺憾,台北市大安區建國南路一段,1F/7F,"130,000元/月",,131.68,,25.033323499999998,121.5368994
11015,https://rent.591.com.tw/rent-detail-5065945.html,2017-05-12,南京東路五段稀有辦公,台北市松山區南京東路五段,11F/11F,"120,000元/月",開放式格局,64.0,電梯大樓/住辦,25.0510192,121.55709990000001
11018,https://rent.591.com.tw/rent-detail-5056478.html,2017-05-12,近內捷稀有面寬一樓辦公門口可停車價可談,台北市內湖區金龍路,1F/5F,"48,000元/月",4房2廳2衛2陽臺,70.0,公寓/住辦,25.0842698,121.5947008
11020,https://rent.591.com.tw/rent-detail-5072871.html,2017-05-08,捷運大橋頭站●重慶民權路口●可當昌庫使用,台北市大同區延平北路二段,4F/12F,"49,000元/月",,63.12,電梯大樓/辦公,25.062168,121.513071
11024,https://rent.591.com.tw/rent-detail-5066403.html,2017-05-12,鬧中取靜仕女雅房，交通生活俱便利,台北市松山區八德路三段,頂樓加蓋/7F,"8,000元/月",,3.0,電梯大樓/雅房,25.0472308,121.5512753
11029,https://rent.591.com.tw/rent-detail-5070891.html,2017-05-13,行動辦公室、借址登記，只要2000,台北市松山區南京東路四段,8F/10F,"2,000元/月",,2.0,電梯大樓/辦公,25.051897,121.55010990000001
11035,https://rent.591.com.tw/rent-detail-5063376.html,2017-05-13,天母地點佳商用店辦適百業.賺錢屋~可配合,台北市士林區中山北路七段,1F/4F,"72,000元/月",,43.0,公寓/店面,25.120442,121.53133600000001
11039,https://rent.591.com.tw/rent-detail-5066313.html,2017-05-14,17米寬三角窗適飲料雞排手機美甲彩券,台北市中山區中山北路一段,1F/12F,"48,000元/月",,8.05,電梯大樓/店面,25.0498276,121.52171259999999
11041,https://rent.591.com.tw/rent-detail-5078422.html,2017-05-14,中山捷運vs台北車站-全新裝潢超大美套,台北市大同區太原路,3F/5F,"19,800元/月",,13.5,公寓/獨立套房,25.0505079,121.51534199999999
11042,https://rent.591.com.tw/rent-detail-5056604.html,2017-05-13,東門捷運永康商圈大面寬黃金店面,台北市大安區信義路二段,1F/12F,"500,000元/月",,80.0,電梯大樓/店面,25.0343413,121.5322993
11046,https://rent.591.com.tw/rent-detail-5062510.html,2017-05-12,"天母優質住家~有裝潢,含平面車位",台北市士林區中山北路七段,1F/5F,"75,000元/月",5房3廳4衛2陽臺,110.0,公寓/整層住家,25.1249764,121.53207579999999
11047,https://rent.591.com.tw/rent-detail-5066323.html,2017-05-12,全新裝修適個人工作室公司近捷運南京三民站,台北市松山區八德路四段,1F/4F,"30,000元/月",,16.0,,25.050572,121.56823700000001
11050,https://rent.591.com.tw/rent-detail-5056692.html,2017-05-08,圓環適各行各業大店面,台北市大同區南京西路,1F/12F,"120,000元/月",,45.0,,25.0538207,121.5132523
11053,https://rent.591.com.tw/rent-detail-5071373.html,2017-05-12,民生東路與林森北路附近辦公室(含稅),台北市中山區林森北路,6F/11F,"168,000元/月",,142.0,電梯大樓/辦公,25.058029100000002,121.52540800000001
